Frequency of Green LED: 8
Duty Cycle of Green LED: 50
Frequency of Red LED: 2
Duty Cycle of Red LED: 50
Time, Green LED, Red LED
83.38,      0,       0
83.40,      0,       0
83.42,      1,       0
83.44,      1,       0
83.46,      1,       0
83.48,      0,       0
83.50,      0,       0
83.52,      0,       1
83.54,      1,       1
83.56,      1,       1
83.58,      1,       1
83.60,      0,       1
83.62,      0,       1
83.64,      0,       1
83.66,      1,       1
83.68,      1,       1
83.70,      1,       1
83.72,      0,       1
83.74,      0,       1
83.76,      0,       0
83.78,      1,       0
83.80,      1,       0
83.82,      1,       0
83.84,      0,       0
83.86,      0,       0
83.88,      0,       0
83.90,      1,       0
83.92,      1,       0
83.94,      1,       0
83.96,      0,       0
83.98,      0,       0
84.00,      0,       0
84.02,      1,       1
84.04,      1,       1
84.06,      1,       1
84.08,      0,       1
84.10,      0,       1
84.12,      0,       1
84.14,      1,       1
84.16,      1,       1
84.18,      1,       1
84.20,      0,       1
84.22,      0,       1
84.24,      0,       1
84.26,      1,       0
84.28,      1,       0
84.30,      1,       0
84.32,      0,       0
84.34,      0,       0
84.36,      0,       0
84.38,      1,       0
84.40,      1,       0
84.42,      1,       0
84.44,      0,       0
84.46,      0,       0
84.48,      0,       0
84.50,      1,       0
84.52,      1,       1
84.54,      1,       1
84.56,      0,       1
84.58,      0,       1
84.60,      0,       1
84.62,      1,       1
84.64,      1,       1
84.66,      1,       1
84.68,      0,       1
84.70,      0,       1
84.72,      0,       1
84.74,      1,       1
84.76,      1,       0
84.78,      1,       0
84.80,      0,       0
84.82,      0,       0
84.84,      0,       0
84.86,      1,       0
84.88,      1,       0
84.90,      1,       0
84.92,      0,       0
84.94,      0,       0
84.96,      0,       0
84.98,      1,       0
85.00,      1,       0
85.02,      1,       1
85.04,      0,       1
85.06,      0,       1
85.08,      0,       1
85.10,      1,       1
85.12,      1,       1
85.14,      1,       1
85.16,      0,       1
85.18,      0,       1
85.20,      0,       1
85.22,      1,       1
85.24,      1,       1
85.26,      1,       0
85.28,      0,       0
85.30,      0,       0
85.32,      0,       0
85.34,      1,       0
85.36,      1,       0
85.38,      1,       0
85.40,      0,       0
85.42,      0,       0
85.44,      0,       0
85.46,      1,       0
85.48,      1,       0
85.50,      1,       0
85.52,      0,       1
85.54,      0,       1
85.56,      0,       1
85.58,      1,       1
85.60,      1,       1
85.62,      1,       1
85.64,      0,       1
85.66,      0,       1
85.68,      0,       1
85.70,      1,       1
85.72,      1,       1
85.74,      1,       1
85.76,      0,       0
85.78,      0,       0
85.80,      0,       0
85.82,      0,       0
85.84,      0,       0
85.86,      0,       0
85.88,      0,       0
85.90,      0,       0
85.92,      0,       0
85.94,      0,       0
85.96,      0,       0
85.98,      0,       0
86.00,      0,       0
86.02,      0,       1
86.04,      0,       1
86.06,      0,       1
86.08,      0,       1
86.10,      0,       1
86.12,      0,       1
86.14,      0,       1
86.16,      0,       1
86.18,      0,       1
86.20,      0,       1
86.22,      0,       1
86.24,      0,       1
86.26,      0,       0
86.28,      0,       0
86.30,      0,       0
86.32,      0,       0
86.34,      0,       0
86.36,      0,       0
86.38,      0,       0
86.40,      0,       0
86.42,      0,       0
86.44,      0,       0
86.46,      0,       0
86.48,      0,       0
86.50,      0,       0
86.52,      0,       1
86.54,      0,       1
86.56,      0,       1
86.58,      0,       1
86.60,      0,       1
86.62,      0,       1
86.64,      0,       1
86.66,      0,       1
86.68,      0,       1
86.70,      0,       1
86.72,      0,       1
86.74,      0,       1
86.76,      0,       0
86.78,      0,       0
86.80,      0,       0
86.82,      0,       0
86.84,      0,       0
86.86,      0,       0
86.88,      0,       0
86.90,      0,       0
86.92,      0,       0
86.94,      0,       0
86.96,      0,       0
86.98,      0,       0
87.00,      0,       0
87.02,      0,       1
87.04,      0,       1
87.06,      0,       1
87.08,      0,       1
87.10,      0,       1
87.12,      0,       1
87.14,      0,       1
87.16,      0,       1
87.18,      0,       1
87.20,      0,       1
87.22,      0,       1
87.24,      0,       1
87.26,      0,       0
87.28,      0,       0
87.30,      0,       0
87.32,      0,       0
87.34,      0,       0
87.36,      0,       0
87.38,      0,       0
87.40,      0,       0
87.42,      0,       0
87.44,      0,       0
87.46,      0,       0
87.48,      0,       0
87.50,      0,       0
87.52,      0,       1
87.54,      0,       1
87.56,      0,       1
87.58,      0,       1
87.60,      0,       1
87.62,      0,       1
87.64,      0,       1
87.66,      0,       1
87.68,      0,       1
87.70,      0,       1
87.72,      0,       1
87.74,      0,       1
87.76,      0,       0
87.78,      0,       0
87.80,      0,       0
87.82,      0,       0
87.84,      0,       0
87.86,      0,       0
87.88,      0,       0
87.90,      0,       0
87.92,      0,       0
87.94,      0,       0
87.96,      0,       0
87.98,      0,       0
88.00,      0,       0
88.02,      0,       1
88.04,      0,       1
88.06,      0,       1
88.08,      0,       1
88.10,      0,       1
88.12,      0,       1
88.14,      0,       1
88.16,      0,       1
88.18,      0,       1
88.20,      0,       1
88.22,      0,       1
88.24,      0,       1
88.26,      0,       0
88.28,      0,       0
88.30,      0,       0
88.32,      0,       0
88.34,      0,       0
88.36,      0,       0
88.38,      0,       0
88.40,      0,       0
88.42,      0,       0
88.44,      0,       0
88.46,      0,       0
88.48,      0,       0
88.50,      0,       0
88.52,      0,       1
88.54,      0,       1
88.56,      0,       1
88.58,      0,       1
88.60,      0,       1
88.62,      0,       1
88.64,      0,       1
88.66,      0,       1
88.68,      0,       1
88.70,      0,       1
88.72,      0,       1
88.74,      0,       1
88.76,      0,       0
88.78,      0,       0
88.80,      0,       0
88.82,      0,       0
88.84,      0,       0
88.86,      0,       0
88.88,      0,       0
88.90,      0,       0
88.92,      0,       0
88.94,      0,       0
88.96,      0,       0
88.98,      0,       0
89.00,      0,       0
89.02,      0,       1
89.04,      0,       1
89.06,      0,       1
89.08,      0,       1
89.10,      0,       1
89.12,      0,       1
89.14,      0,       1
89.16,      0,       1
89.18,      0,       1
89.20,      0,       1
89.22,      0,       1
89.24,      0,       1
89.26,      0,       0
89.28,      0,       0
89.30,      0,       0
89.32,      0,       0
89.34,      0,       0
89.36,      0,       0
89.38,      0,       0
89.40,      0,       0
89.42,      0,       0
89.44,      0,       0
89.46,      0,       0
89.48,      0,       0
89.50,      0,       0
89.52,      0,       1
89.54,      0,       1
89.56,      0,       1
89.58,      0,       1
89.60,      0,       1
89.62,      0,       1
89.64,      0,       1
89.66,      0,       1
89.68,      0,       1
89.70,      0,       1
89.72,      0,       1
89.74,      0,       1
89.76,      0,       0
89.78,      0,       0
89.80,      0,       0
89.82,      0,       0
89.84,      0,       0
89.86,      0,       0
89.88,      0,       0
89.90,      0,       0
89.92,      0,       0
89.94,      0,       0
89.96,      0,       0
89.98,      0,       0
90.00,      0,       0
90.02,      0,       1
90.04,      0,       1
90.06,      0,       1
90.08,      0,       1
90.10,      0,       1
90.12,      0,       1
90.14,      0,       1
90.16,      0,       1
90.18,      0,       1
90.20,      0,       1
90.22,      0,       1
90.24,      0,       1
90.26,      0,       0
90.28,      0,       0
90.30,      0,       0
90.32,      0,       0
90.34,      0,       0
90.36,      0,       0
90.38,      0,       0
90.40,      0,       0
90.42,      0,       0
90.44,      0,       0
90.46,      0,       0
90.48,      0,       0
90.50,      0,       0
90.52,      0,       1
90.54,      0,       1
90.56,      0,       1
90.58,      0,       1
90.60,      0,       1
90.62,      0,       1
90.64,      0,       1
90.66,      0,       1
90.68,      0,       1
90.70,      0,       1
90.72,      0,       1
90.74,      0,       1
90.76,      0,       0
90.78,      0,       0
90.80,      0,       0
90.82,      0,       0
90.84,      0,       0
90.86,      0,       0
90.88,      0,       0
90.90,      0,       0
90.92,      0,       0
90.94,      0,       0
90.96,      0,       0
90.98,      0,       0
91.00,      0,       0
91.02,      0,       1
91.04,      0,       1
91.06,      0,       1
91.08,      0,       1
91.10,      0,       1
91.12,      0,       1
91.14,      0,       1
91.16,      0,       1
91.18,      0,       1
91.20,      0,       1
91.22,      0,       1
91.24,      0,       1
91.26,      0,       0
91.28,      0,       0
91.30,      0,       0
91.32,      0,       0
91.34,      0,       0
91.36,      0,       0
91.38,      0,       0
91.40,      0,       0
91.42,      0,       0
91.44,      0,       0
91.46,      0,       0
91.48,      0,       0
91.50,      0,       0
91.52,      0,       1
91.54,      0,       1
91.56,      0,       1
91.58,      0,       1
91.60,      0,       1
91.62,      0,       1
91.64,      0,       1
91.66,      0,       1
91.68,      0,       1
91.70,      0,       1
91.72,      0,       1
91.74,      0,       1
91.76,      0,       0
91.78,      0,       0
91.80,      0,       0
91.82,      0,       0
91.84,      0,       0
91.86,      0,       0
91.88,      0,       0
91.90,      0,       0
91.92,      0,       0
91.94,      0,       0
91.96,      0,       0
91.98,      0,       0
92.00,      0,       0
92.02,      0,       1
92.04,      0,       1
92.06,      0,       1
92.08,      0,       1
92.10,      0,       1
92.12,      0,       1
92.14,      0,       1
92.16,      0,       1
92.18,      0,       1
92.20,      0,       1
92.22,      0,       1
92.24,      0,       1
92.26,      0,       0
92.28,      0,       0
92.30,      0,       0
92.32,      0,       0
92.34,      0,       0
92.36,      0,       0
92.38,      0,       0
92.40,      0,       0
92.42,      0,       0
92.44,      0,       0
92.46,      0,       0
92.48,      0,       0
92.50,      0,       0
92.52,      0,       1
92.54,      0,       1
92.56,      0,       1
92.58,      0,       1
92.60,      0,       1
92.62,      0,       1
92.64,      0,       1
92.66,      0,       1
92.68,      0,       1
92.70,      0,       1
92.72,      0,       1
92.74,      0,       1
92.76,      0,       0
92.78,      0,       0
92.80,      0,       0
92.82,      0,       0
92.84,      0,       0
92.86,      0,       0
92.88,      0,       0
92.90,      0,       0
92.92,      0,       0
92.94,      0,       0
92.96,      0,       0
92.98,      0,       0
93.00,      0,       0
93.02,      0,       1
93.04,      0,       1
93.06,      0,       1
93.08,      0,       1
93.10,      0,       1
93.12,      0,       1
93.14,      0,       1
93.16,      0,       1
93.18,      0,       1
93.20,      0,       1
93.22,      0,       1
93.24,      0,       1
93.26,      0,       0
93.28,      0,       0
93.30,      0,       0
93.32,      0,       0
93.34,      0,       0
93.36,      0,       0
93.38,      0,       0
93.40,      0,       0
93.42,      0,       0
93.44,      0,       0
93.46,      0,       0
93.48,      0,       0
93.50,      0,       0
93.52,      0,       1
93.54,      0,       1
93.56,      0,       1
93.58,      0,       1
93.60,      0,       1
93.62,      0,       1
93.64,      0,       1
93.66,      0,       1
93.68,      0,       1
93.70,      0,       1
93.72,      0,       1
93.74,      0,       1
93.76,      0,       0
93.78,      0,       0
93.80,      0,       0
93.82,      0,       0
93.84,      0,       0
93.86,      0,       0
93.88,      0,       0
93.90,      0,       0
93.92,      0,       0
93.94,      0,       0
93.96,      0,       0
93.98,      0,       0
94.00,      0,       0
94.02,      0,       1
94.04,      0,       1
94.06,      0,       1
94.08,      0,       1
94.10,      0,       1
94.12,      0,       1
94.14,      0,       1
94.16,      0,       1
94.18,      0,       1
94.20,      0,       1
94.22,      0,       1
94.24,      0,       1
94.26,      0,       0
94.28,      0,       0
94.30,      0,       0
94.32,      0,       0
94.34,      0,       0
94.36,      0,       0
94.38,      0,       0
94.40,      0,       0
94.42,      0,       0
94.44,      0,       0
94.46,      0,       0
94.48,      0,       0
94.50,      0,       0
94.52,      0,       1
94.54,      0,       1
94.56,      0,       1
94.58,      0,       1
94.60,      0,       1
94.62,      0,       1
94.64,      0,       1
94.66,      0,       1
94.68,      0,       1
94.70,      0,       1
94.72,      0,       1
94.74,      0,       1
94.76,      0,       0
94.78,      0,       0
94.80,      0,       0
94.82,      0,       0
94.84,      0,       0
94.86,      0,       0
94.88,      0,       0
94.90,      0,       0
94.92,      0,       0
94.94,      0,       0
94.96,      0,       0
94.98,      0,       0
95.00,      0,       0
95.02,      0,       1
95.04,      0,       1
95.06,      0,       1
95.08,      0,       1
95.10,      0,       1
95.12,      0,       1
95.14,      0,       1
95.16,      0,       1
95.18,      0,       1
95.20,      0,       1
95.22,      0,       1
95.24,      0,       1
95.26,      0,       0
95.28,      0,       0
95.30,      0,       0
95.32,      0,       0
95.34,      0,       0
95.36,      0,       0
95.38,      0,       0
95.40,      0,       0
95.42,      0,       0
95.44,      0,       0
95.46,      0,       0
95.48,      0,       0
95.50,      0,       0
95.52,      0,       1
95.54,      0,       1
95.56,      0,       1
95.58,      0,       1
95.60,      0,       1
95.62,      0,       1
95.64,      0,       1
95.66,      0,       1
95.68,      0,       1
95.70,      0,       1
95.72,      0,       1
95.74,      0,       1
95.76,      0,       0
95.78,      0,       0
95.80,      0,       0
95.82,      0,       0
95.84,      0,       0
95.86,      0,       0
95.88,      0,       0
95.90,      0,       0
95.92,      0,       0
95.94,      0,       0
95.96,      0,       0
95.98,      0,       0
96.00,      0,       0
96.02,      0,       1
96.04,      0,       1
96.06,      0,       1
96.08,      0,       1
96.10,      0,       1
96.12,      0,       1
96.14,      0,       1
96.16,      0,       1
96.18,      0,       1
96.20,      0,       0
96.22,      0,       0
96.24,      0,       0
96.26,      0,       0
96.28,      0,       0
96.30,      0,       0
96.32,      0,       0
96.34,      0,       0
96.36,      0,       0
96.38,      0,       0
96.40,      0,       0
96.42,      0,       0
96.44,      0,       0
96.46,      0,       0
96.48,      0,       0
96.50,      0,       0
96.52,      0,       0
96.54,      0,       0
96.56,      0,       0
96.58,      0,       0
96.60,      0,       0
96.62,      0,       0
96.64,      0,       0
96.66,      0,       0
96.68,      0,       0
96.70,      0,       0
96.72,      0,       0
96.74,      0,       0
96.76,      0,       0
96.78,      0,       0
96.80,      0,       0
96.82,      0,       0
96.84,      0,       0
96.86,      0,       0
96.88,      0,       0
96.90,      0,       0
96.92,      0,       0
96.94,      0,       0
96.96,      0,       0
96.98,      0,       0
97.00,      0,       0
97.02,      0,       0
97.04,      0,       0
97.06,      0,       0
97.08,      0,       0
97.10,      0,       0
97.12,      0,       0
97.14,      0,       0
97.16,      0,       0
97.18,      0,       0
97.20,      0,       0
97.22,      0,       0
97.24,      0,       0
97.26,      0,       0
97.28,      0,       0
97.30,      0,       0
97.32,      0,       0
97.34,      0,       0
97.36,      0,       0
97.38,      0,       0
97.40,      0,       0
97.42,      0,       0
97.44,      0,       0
97.46,      0,       0
97.48,      0,       0
97.50,      0,       0
97.52,      0,       0
97.54,      0,       0
97.56,      0,       0
97.58,      0,       0
97.60,      0,       0
97.62,      0,       0
97.64,      0,       0
97.66,      0,       0
97.68,      0,       0
97.70,      0,       0
97.72,      0,       0
97.74,      0,       0
97.76,      0,       0
97.78,      0,       0
97.80,      0,       0
97.82,      0,       0
97.84,      0,       0
97.86,      0,       0
97.88,      0,       0
97.90,      0,       0
97.92,      0,       0
97.94,      0,       0
97.96,      0,       0
97.98,      0,       0
98.00,      0,       0
98.02,      0,       0
98.04,      0,       0
98.06,      0,       0
98.08,      0,       0
98.10,      0,       0
98.12,      0,       0
98.14,      0,       0
98.16,      0,       0
98.18,      0,       0
98.20,      0,       0
98.22,      0,       0
98.24,      0,       0
98.26,      0,       0
98.28,      0,       0
98.30,      0,       0
98.32,      0,       0
98.34,      0,       0
98.36,      0,       0
98.38,      0,       0
98.40,      0,       0
98.42,      0,       0
98.44,      0,       0
98.46,      0,       0
98.48,      0,       0
98.50,      0,       0
98.52,      0,       0
98.54,      0,       0
98.56,      0,       0
98.58,      0,       0
98.60,      0,       0
98.62,      0,       0
98.64,      0,       0
98.66,      0,       0
98.68,      0,       0
98.70,      0,       0
98.72,      0,       0
98.74,      0,       0
98.76,      0,       0
98.78,      0,       0
98.80,      0,       0
98.82,      0,       0
98.84,      0,       0
98.86,      0,       0
98.88,      0,       0
98.90,      0,       0
98.92,      0,       0
98.94,      0,       0
98.96,      0,       0
98.98,      0,       0
99.00,      0,       0
99.02,      0,       0
99.04,      0,       0
99.06,      0,       0
99.08,      0,       0
99.10,      0,       0
99.12,      0,       0
99.14,      0,       0
99.16,      0,       0
99.18,      0,       0
99.20,      0,       0
99.22,      0,       0
99.24,      0,       0
99.26,      0,       0
99.28,      0,       0
99.30,      0,       0
99.32,      0,       0
99.34,      0,       0
99.36,      0,       0
99.38,      0,       0
99.40,      0,       0
99.42,      0,       0
99.44,      0,       0
99.46,      0,       0
99.48,      0,       0
99.50,      0,       0
99.52,      0,       0
99.54,      0,       0
99.56,      0,       0
99.58,      0,       0
99.60,      0,       0
99.62,      0,       0
99.64,      0,       0
99.66,      0,       0
99.68,      0,       0
99.70,      0,       0
99.72,      0,       0
99.74,      0,       0
99.76,      0,       0
99.78,      0,       0
99.80,      0,       0
99.82,      0,       0
99.84,      0,       0
99.86,      0,       0
99.88,      0,       0
99.90,      0,       0
99.92,      0,       0
99.94,      0,       0
99.96,      0,       0
99.98,      0,       0
